"insurer_nm","claim_id","claim_create_dt","current_status","current_substatus","invoice_date","outlet_nm","outlet_type","outlet_city","outlet_province","claim_vehicle_year","claim_vehicle_make","claim_vehicle_model","event_status","event_substatus","first_time_in_status","total_hrs_in_status"
"SANTAM",621455,"2018-01-03 14:00:56.547","Invoiced","ClaimMovedToInvoiced","2018-01-12","Strijdompark","Branch","Randburg","Gauteng",2005,"MAHINDRA","SUV 4DR (2004/Current)","M & F","MnFClaimCreated","2018-01-03 14:00:56.64","0.592"
"SANTAM",621455,"2018-01-03 14:00:56.547","Invoiced","ClaimMovedToInvoiced","2018-01-12","Strijdompark","Branch","Randburg","Gauteng",2005,"MAHINDRA","SUV 4DR (2004/Current)","","","2018-01-03 14:36:27.767","0.027"
"SANTAM",621455,"2018-01-03 14:00:56.547","Invoiced","ClaimMovedToInvoiced","2018-01-12","Strijdompark","Branch","Randburg","Gauteng",2005,"MAHINDRA","SUV 4DR (2004/Current)","Open","Claim Not accepted","2018-01-03 14:38:04.283","1.801"
"SANTAM",621455,"2018-01-03 14:00:56.547","Invoiced","ClaimMovedToInvoiced","2018-01-12","Strijdompark","Branch","Randburg","Gauteng",2005,"MAHINDRA","SUV 4DR (2004/Current)","Open","Claim Accepted","2018-01-03 15:54:07.403","0.073"
"SANTAM",621455,"2018-01-03 14:00:56.547","Invoiced","ClaimMovedToInvoiced","2018-01-12","Strijdompark","Branch","Randburg","Gauteng",2005,"MAHINDRA","SUV 4DR (2004/Current)","Open","Claim Accepted To Contact Client","2018-01-03 15:58:31.447","2.119"
"SANTAM",621455,"2018-01-03 14:00:56.547","Invoiced","ClaimMovedToInvoiced","2018-01-12","Strijdompark","Branch","Randburg","Gauteng",2005,"MAHINDRA","SUV 4DR (2004/Current)","Open","No Communication Necessary","2018-01-04 07:49:25.373","4.735"
"SANTAM",621455,"2018-01-03 14:00:56.547","Invoiced","ClaimMovedToInvoiced","2018-01-12","Strijdompark","Branch","Randburg","Gauteng",2005,"MAHINDRA","SUV 4DR (2004/Current)","Open","Communicated With Client","2018-01-04 09:43:21.263","1.59"
"SANTAM",621455,"2018-01-03 14:00:56.547","Invoiced","ClaimMovedToInvoiced","2018-01-12","Strijdompark","Branch","Randburg","Gauteng",2005,"MAHINDRA","SUV 4DR (2004/Current)","Open","LeftSMS Or Voicemail","2018-01-04 09:43:22.2","2.674"
"SANTAM",621455,"2018-01-03 14:00:56.547","Invoiced","ClaimMovedToInvoiced","2018-01-12","Strijdompark","Branch","Randburg","Gauteng",2005,"MAHINDRA","SUV 4DR (2004/Current)","Unauthorised","Authorisation requested","2018-01-05 07:43:28.353","0.708"
"SANTAM",621455,"2018-01-03 14:00:56.547","Invoiced","ClaimMovedToInvoiced","2018-01-12","Strijdompark","Branch","Randburg","Gauteng",2005,"MAHINDRA","SUV 4DR (2004/Current)","OnHold","Non stock item and referred to an alternate supplier","2018-01-05 08:42:32.343","0.033"
"SANTAM",621455,"2018-01-03 14:00:56.547","Invoiced","ClaimMovedToInvoiced","2018-01-12","Strijdompark","Branch","Randburg","Gauteng",2005,"MAHINDRA","SUV 4DR (2004/Current)","Booked","Pre-Booked","2018-01-05 10:22:12.623","13.320"
"SANTAM",621455,"2018-01-03 14:00:56.547","Invoiced","ClaimMovedToInvoiced","2018-01-12","Strijdompark","Branch","Randburg","Gauteng",2005,"MAHINDRA","SUV 4DR (2004/Current)","Open","UnsuccessfulFitmentChangingPartsToMatch","2018-01-08 09:41:23.547","0.062"
"SANTAM",621455,"2018-01-03 14:00:56.547","Invoiced","ClaimMovedToInvoiced","2018-01-12","Strijdompark","Branch","Randburg","Gauteng",2005,"MAHINDRA","SUV 4DR (2004/Current)","Booked","ClaimRescheduled","2018-01-08 09:45:09.53","25.248"
"SANTAM",621455,"2018-01-03 14:00:56.547","Invoiced","ClaimMovedToInvoiced","2018-01-12","Strijdompark","Branch","Randburg","Gauteng",2005,"MAHINDRA","SUV 4DR (2004/Current)","Booked","Post-Booked","2018-01-11 07:00:00","8.723"
"SANTAM",621455,"2018-01-03 14:00:56.547","Invoiced","ClaimMovedToInvoiced","2018-01-12","Strijdompark","Branch","Randburg","Gauteng",2005,"MAHINDRA","SUV 4DR (2004/Current)","Booked","Fitment Completed","2018-01-11 16:43:24.893","0.002"
"SANTAM",621455,"2018-01-03 14:00:56.547","Invoiced","ClaimMovedToInvoiced","2018-01-12","Strijdompark","Branch","Randburg","Gauteng",2005,"MAHINDRA","SUV 4DR (2004/Current)","Completed","ClaimMovedToCompleted","2018-01-11 16:43:31.537","7.155"
"SANTAM",621455,"2018-01-03 14:00:56.547","Invoiced","ClaimMovedToInvoiced","2018-01-12","Strijdompark","Branch","Randburg","Gauteng",2005,"MAHINDRA","SUV 4DR (2004/Current)","Invoiced","ClaimMovedToInvoiced","2018-01-12 14:52:48.847","2207"
"SANTAM",621456,"2018-01-03 14:00:57.513","Invoiced","ClaimMovedToInvoiced","2018-01-12","Middelburg","Franchise","Middelburg - MP","Mpumalanga",2011,"TOYOTA","FJ CRUISER (2011/Current)","M & F","MnFClaimCreated","2018-01-03 14:00:57.607","0.439"
"SANTAM",621456,"2018-01-03 14:00:57.513","Invoiced","ClaimMovedToInvoiced","2018-01-12","Middelburg","Franchise","Middelburg - MP","Mpumalanga",2011,"TOYOTA","FJ CRUISER (2011/Current)","Open","Claim Not accepted","2018-01-03 14:27:19.08","0.640"
"SANTAM",621456,"2018-01-03 14:00:57.513","Invoiced","ClaimMovedToInvoiced","2018-01-12","Middelburg","Franchise","Middelburg - MP","Mpumalanga",2011,"TOYOTA","FJ CRUISER (2011/Current)","Open","Claim Accepted","2018-01-03 14:37:35.067","0.104"
"SANTAM",621456,"2018-01-03 14:00:57.513","Invoiced","ClaimMovedToInvoiced","2018-01-12","Middelburg","Franchise","Middelburg - MP","Mpumalanga",2011,"TOYOTA","FJ CRUISER (2011/Current)","Open","Communicated With Client","2018-01-03 14:43:51.22","17.489"
"SANTAM",621456,"2018-01-03 14:00:57.513","Invoiced","ClaimMovedToInvoiced","2018-01-12","Middelburg","Franchise","Middelburg - MP","Mpumalanga",2011,"TOYOTA","FJ CRUISER (2011/Current)","Open","LeftSMS Or Voicemail","2018-01-03 14:43:52.127","9.684"
"SANTAM",621456,"2018-01-03 14:00:57.513","Invoiced","ClaimMovedToInvoiced","2018-01-12","Middelburg","Franchise","Middelburg - MP","Mpumalanga",2011,"TOYOTA","FJ CRUISER (2011/Current)","OnHold","Non stock item and referred to an alternate supplier","2018-01-04 15:24:53.207","0.128"
"SANTAM",621456,"2018-01-03 14:00:57.513","Invoiced","ClaimMovedToInvoiced","2018-01-12","Middelburg","Franchise","Middelburg - MP","Mpumalanga",2011,"TOYOTA","FJ CRUISER (2011/Current)","Booked","Post-Booked","2018-01-08 10:30:00","27.169"
"SANTAM",621456,"2018-01-03 14:00:57.513","Invoiced","ClaimMovedToInvoiced","2018-01-12","Middelburg","Franchise","Middelburg - MP","Mpumalanga",2011,"TOYOTA","FJ CRUISER (2011/Current)","Booked","Pre-Booked","2018-01-08 12:32:42.753","5.103"
"SANTAM",621456,"2018-01-03 14:00:57.513","Invoiced","ClaimMovedToInvoiced","2018-01-12","Middelburg","Franchise","Middelburg - MP","Mpumalanga",2011,"TOYOTA","FJ CRUISER (2011/Current)","Completed","ClaimMovedToCompleted","2018-01-11 15:46:22.433","8.154"
"SANTAM",621456,"2018-01-03 14:00:57.513","Invoiced","ClaimMovedToInvoiced","2018-01-12","Middelburg","Franchise","Middelburg - MP","Mpumalanga",2011,"TOYOTA","FJ CRUISER (2011/Current)","Invoiced","ClaimMovedToInvoiced","2018-01-12 14:55:38.223","2207"
"SANTAM C/O PSG",621457,"2018-01-03 14:09:00.937","Invoiced","ClaimMovedToInvoiced","2018-01-12","East Rand","Franchise"," Kempton Park"," 1619",2013,"FORD","SUPERCAB T6 (2011 - Current)","Unauthorised","Authorisation requested","2018-01-03 14:09:00.983","41.165"
"SANTAM C/O PSG",621457,"2018-01-03 14:09:00.937","Invoiced","ClaimMovedToInvoiced","2018-01-12","East Rand","Franchise"," Kempton Park"," 1619",2013,"FORD","SUPERCAB T6 (2011 - Current)","Open","LeftSMS Or Voicemail","2018-01-09 14:18:57.433","0.007"
"SANTAM C/O PSG",621457,"2018-01-03 14:09:00.937","Invoiced","ClaimMovedToInvoiced","2018-01-12","East Rand","Franchise"," Kempton Park"," 1619",2013,"FORD","SUPERCAB T6 (2011 - Current)","Open","Communicated With Client","2018-01-09 14:19:22.637","1.553"
"SANTAM C/O PSG",621457,"2018-01-03 14:09:00.937","Invoiced","ClaimMovedToInvoiced","2018-01-12","East Rand","Franchise"," Kempton Park"," 1619",2013,"FORD","SUPERCAB T6 (2011 - Current)","Open","Claim Not accepted","2018-01-09 14:21:28.06","0.016"
"SANTAM C/O PSG",621457,"2018-01-03 14:09:00.937","Invoiced","ClaimMovedToInvoiced","2018-01-12","East Rand","Franchise"," Kempton Park"," 1619",2013,"FORD","SUPERCAB T6 (2011 - Current)","Open","Claim Accepted","2018-01-09 14:22:27.967","0.002"
"SANTAM C/O PSG",621457,"2018-01-03 14:09:00.937","Invoiced","ClaimMovedToInvoiced","2018-01-12","East Rand","Franchise"," Kempton Park"," 1619",2013,"FORD","SUPERCAB T6 (2011 - Current)","Booked","Pre-Booked","2018-01-09 15:53:45.35","11.104"
"SANTAM C/O PSG",621457,"2018-01-03 14:09:00.937","Invoiced","ClaimMovedToInvoiced","2018-01-12","East Rand","Franchise"," Kempton Park"," 1619",2013,"FORD","SUPERCAB T6 (2011 - Current)","Booked","Post-Booked","2018-01-11 09:00:00","11.707"
"SANTAM C/O PSG",621457,"2018-01-03 14:09:00.937","Invoiced","ClaimMovedToInvoiced","2018-01-12","East Rand","Franchise"," Kempton Park"," 1619",2013,"FORD","SUPERCAB T6 (2011 - Current)","Completed","ClaimMovedToCompleted","2018-01-12 11:42:25.217","3.918"
"SANTAM C/O PSG",621457,"2018-01-03 14:09:00.937","Invoiced","ClaimMovedToInvoiced","2018-01-12","East Rand","Franchise"," Kempton Park"," 1619",2013,"FORD","SUPERCAB T6 (2011 - Current)","Invoiced","ClaimMovedToInvoiced","2018-01-12 15:37:29.45","2206"
"OLD MUTUAL INSURE",621458,"2018-01-03 14:12:13.92","Invoiced","ClaimMovedToInvoiced","2018-01-16","Cape Town","Branch","Cape Town","Western Cape",2009,"NISSAN","HATCH 5DR (2007/Current)","Unauthorised","Authorisation requested","2018-01-03 14:12:13.983","0.379"
"OLD MUTUAL INSURE",621458,"2018-01-03 14:12:13.92","Invoiced","ClaimMovedToInvoiced","2018-01-16","Cape Town","Branch","Cape Town","Western Cape",2009,"NISSAN","HATCH 5DR (2007/Current)","Open","Claim Not accepted","2018-01-03 14:12:15.28","7.610"
"OLD MUTUAL INSURE",621458,"2018-01-03 14:12:13.92","Invoiced","ClaimMovedToInvoiced","2018-01-16","Cape Town","Branch","Cape Town","Western Cape",2009,"NISSAN","HATCH 5DR (2007/Current)","Open","Claim Accepted","2018-01-03 14:35:17.237","0.231"
"OLD MUTUAL INSURE",621458,"2018-01-03 14:12:13.92","Invoiced","ClaimMovedToInvoiced","2018-01-16","Cape Town","Branch","Cape Town","Western Cape",2009,"NISSAN","HATCH 5DR (2007/Current)","Open","LeftSMS Or Voicemail","2018-01-03 14:49:09.737","1.330"
"OLD MUTUAL INSURE",621458,"2018-01-03 14:12:13.92","Invoiced","ClaimMovedToInvoiced","2018-01-16","Cape Town","Branch","Cape Town","Western Cape",2009,"NISSAN","HATCH 5DR (2007/Current)","Open","Contact Failed","2018-01-03 14:54:19.033","2.833"
"OLD MUTUAL INSURE",621458,"2018-01-03 14:12:13.92","Invoiced","ClaimMovedToInvoiced","2018-01-16","Cape Town","Branch","Cape Town","Western Cape",2009,"NISSAN","HATCH 5DR (2007/Current)","Booked","Pre-Booked","2018-01-04 09:59:00.983","36.349"
"OLD MUTUAL INSURE",621458,"2018-01-03 14:12:13.92","Invoiced","ClaimMovedToInvoiced","2018-01-16","Cape Town","Branch","Cape Town","Western Cape",2009,"NISSAN","HATCH 5DR (2007/Current)","Open","UnsuccessfulFitmentChangingPartsToMatch","2018-01-08 14:21:42.53","0.016"
"OLD MUTUAL INSURE",621458,"2018-01-03 14:12:13.92","Invoiced","ClaimMovedToInvoiced","2018-01-16","Cape Town","Branch","Cape Town","Western Cape",2009,"NISSAN","HATCH 5DR (2007/Current)","Booked","Post-Booked","2018-01-09 12:59:02.64","28.240"
"OLD MUTUAL INSURE",621458,"2018-01-03 14:12:13.92","Invoiced","ClaimMovedToInvoiced","2018-01-16","Cape Town","Branch","Cape Town","Western Cape",2009,"NISSAN","HATCH 5DR (2007/Current)","Booked","Fitment Completed","2018-01-15 09:11:42.423","0.004"
"OLD MUTUAL INSURE",621458,"2018-01-03 14:12:13.92","Invoiced","ClaimMovedToInvoiced","2018-01-16","Cape Town","Branch","Cape Town","Western Cape",2009,"NISSAN","HATCH 5DR (2007/Current)","Completed","ClaimMovedToCompleted","2018-01-15 09:11:55.797","7.801"
"OLD MUTUAL INSURE",621458,"2018-01-03 14:12:13.92","Invoiced","ClaimMovedToInvoiced","2018-01-16","Cape Town","Branch","Cape Town","Western Cape",2009,"NISSAN","HATCH 5DR (2007/Current)","Invoiced","ClaimMovedToInvoiced","2018-01-16 07:20:54.323","2191"
"SANTAM",621459,"2018-01-03 14:12:37.67","Invoiced","ClaimMovedToInvoiced","2018-01-11","Piet Retief","Franchise","Piet Retief","Mpumalanga",2011,"TOYOTA","BUS (2005/Current)","M & F","MnFClaimCreated","2018-01-03 14:12:37.763","0.572"
"SANTAM",621459,"2018-01-03 14:12:37.67","Invoiced","ClaimMovedToInvoiced","2018-01-11","Piet Retief","Franchise","Piet Retief","Mpumalanga",2011,"TOYOTA","BUS (2005/Current)","Open","Claim Not accepted","2018-01-03 14:46:56.97","1.658"
"SANTAM",621459,"2018-01-03 14:12:37.67","Invoiced","ClaimMovedToInvoiced","2018-01-11","Piet Retief","Franchise","Piet Retief","Mpumalanga",2011,"TOYOTA","BUS (2005/Current)","Open","Communicated With Client","2018-01-03 16:26:27.047","0.039"
"SANTAM",621459,"2018-01-03 14:12:37.67","Invoiced","ClaimMovedToInvoiced","2018-01-11","Piet Retief","Franchise","Piet Retief","Mpumalanga",2011,"TOYOTA","BUS (2005/Current)","Open","Claim Accepted","2018-01-03 16:28:48.28","0.022"
"SANTAM",621459,"2018-01-03 14:12:37.67","Invoiced","ClaimMovedToInvoiced","2018-01-11","Piet Retief","Franchise","Piet Retief","Mpumalanga",2011,"TOYOTA","BUS (2005/Current)","Open","LeftSMS Or Voicemail","2018-01-03 16:30:08.763","39.46"
"SANTAM",621459,"2018-01-03 14:12:37.67","Invoiced","ClaimMovedToInvoiced","2018-01-11","Piet Retief","Franchise","Piet Retief","Mpumalanga",2011,"TOYOTA","BUS (2005/Current)","Booked","Pre-Booked","2018-01-09 14:57:43.077","0.038"
"SANTAM",621459,"2018-01-03 14:12:37.67","Invoiced","ClaimMovedToInvoiced","2018-01-11","Piet Retief","Franchise","Piet Retief","Mpumalanga",2011,"TOYOTA","BUS (2005/Current)","Booked","Post-Booked","2018-01-09 15:00:00","2.101"
"SANTAM",621459,"2018-01-03 14:12:37.67","Invoiced","ClaimMovedToInvoiced","2018-01-11","Piet Retief","Franchise","Piet Retief","Mpumalanga",2011,"TOYOTA","BUS (2005/Current)","Booked","Fitment Completed","2018-01-09 17:03:13.64","0.014"
"SANTAM",621459,"2018-01-03 14:12:37.67","Invoiced","ClaimMovedToInvoiced","2018-01-11","Piet Retief","Franchise","Piet Retief","Mpumalanga",2011,"TOYOTA","BUS (2005/Current)","Completed","ClaimMovedToCompleted","2018-01-09 17:06:56.657","16.857"
"SANTAM",621459,"2018-01-03 14:12:37.67","Invoiced","ClaimMovedToInvoiced","2018-01-11","Piet Retief","Franchise","Piet Retief","Mpumalanga",2011,"TOYOTA","BUS (2005/Current)","Invoiced","ClaimMovedToInvoiced","2018-01-11 15:58:21.76","2215"
"OLD MUTUAL INSURE C/O QUICKSURE",621460,"2018-01-03 14:15:09.857","Invoiced","ClaimMovedToInvoiced","2018-01-16","Durban","Branch","Durban","KwaZulu-Natal",2011,"TOYOTA","HATCH 3DR (2007/2013)","Unauthorised","Authorisation requested","2018-01-03 14:15:09.95","5.735"
"OLD MUTUAL INSURE C/O QUICKSURE",621460,"2018-01-03 14:15:09.857","Invoiced","ClaimMovedToInvoiced","2018-01-16","Durban","Branch","Durban","KwaZulu-Natal",2011,"TOYOTA","HATCH 3DR (2007/2013)","Open","Claim Not accepted","2018-01-03 14:15:10.797","4.636"
"OLD MUTUAL INSURE C/O QUICKSURE",621460,"2018-01-03 14:15:09.857","Invoiced","ClaimMovedToInvoiced","2018-01-16","Durban","Branch","Durban","KwaZulu-Natal",2011,"TOYOTA","HATCH 3DR (2007/2013)","Open","Claim Accepted","2018-01-03 14:43:51.94","0.007"
"OLD MUTUAL INSURE C/O QUICKSURE",621460,"2018-01-03 14:15:09.857","Invoiced","ClaimMovedToInvoiced","2018-01-16","Durban","Branch","Durban","KwaZulu-Natal",2011,"TOYOTA","HATCH 3DR (2007/2013)","Open","Communicated With Client","2018-01-03 14:44:17.953","10.847"
"OLD MUTUAL INSURE C/O QUICKSURE",621460,"2018-01-03 14:15:09.857","Invoiced","ClaimMovedToInvoiced","2018-01-16","Durban","Branch","Durban","KwaZulu-Natal",2011,"TOYOTA","HATCH 3DR (2007/2013)","Open","LeftSMS Or Voicemail","2018-01-03 14:44:18.893","16.003"
"OLD MUTUAL INSURE C/O QUICKSURE",621460,"2018-01-03 14:15:09.857","Invoiced","ClaimMovedToInvoiced","2018-01-16","Durban","Branch","Durban","KwaZulu-Natal",2011,"TOYOTA","HATCH 3DR (2007/2013)","Booked","Pre-Booked","2018-01-08 15:19:26.16","0.018"
"OLD MUTUAL INSURE C/O QUICKSURE",621460,"2018-01-03 14:15:09.857","Invoiced","ClaimMovedToInvoiced","2018-01-16","Durban","Branch","Durban","KwaZulu-Natal",2011,"TOYOTA","HATCH 3DR (2007/2013)","Booked","Post-Booked","2018-01-09 10:30:00","29.525"
"OLD MUTUAL INSURE C/O QUICKSURE",621460,"2018-01-03 14:15:09.857","Invoiced","ClaimMovedToInvoiced","2018-01-16","Durban","Branch","Durban","KwaZulu-Natal",2011,"TOYOTA","HATCH 3DR (2007/2013)","Open","UnsuccessfulFitmentChangingPartsToMatch","2018-01-12 09:53:01.733","0.07"
"OLD MUTUAL INSURE C/O QUICKSURE",621460,"2018-01-03 14:15:09.857","Invoiced","ClaimMovedToInvoiced","2018-01-16","Durban","Branch","Durban","KwaZulu-Natal",2011,"TOYOTA","HATCH 3DR (2007/2013)","Booked","ClaimRescheduled","2018-01-12 09:57:15","0.016"
"OLD MUTUAL INSURE C/O QUICKSURE",621460,"2018-01-03 14:15:09.857","Invoiced","ClaimMovedToInvoiced","2018-01-16","Durban","Branch","Durban","KwaZulu-Natal",2011,"TOYOTA","HATCH 3DR (2007/2013)","Booked","Fitment Completed","2018-01-12 13:06:45.553","0.009"
"OLD MUTUAL INSURE C/O QUICKSURE",621460,"2018-01-03 14:15:09.857","Invoiced","ClaimMovedToInvoiced","2018-01-16","Durban","Branch","Durban","KwaZulu-Natal",2011,"TOYOTA","HATCH 3DR (2007/2013)","Completed","ClaimMovedToCompleted","2018-01-12 13:07:18.333","20.712"
"OLD MUTUAL INSURE C/O QUICKSURE",621460,"2018-01-03 14:15:09.857","Invoiced","ClaimMovedToInvoiced","2018-01-16","Durban","Branch","Durban","KwaZulu-Natal",2011,"TOYOTA","HATCH 3DR (2007/2013)","Invoiced","ClaimMovedToInvoiced","2018-01-16 10:50:03.577","2188"
"DISCOVERY INSURE",621461,"2018-01-03 14:13:59.577","Invoiced","ClaimMovedToInvoiced","2018-01-15","Fourways","Franchise"," Olifantsfontein"," 1666",0,"RENAULT","HATCH 5DR (2009/2014)","Unauthorised","Authorisation requested","2018-01-03 14:13:59.673","0"
"DISCOVERY INSURE",621461,"2018-01-03 14:13:59.577","Invoiced","ClaimMovedToInvoiced","2018-01-15","Fourways","Franchise"," Olifantsfontein"," 1666",0,"RENAULT","HATCH 5DR (2009/2014)","Open","Claim Not accepted","2018-01-03 14:14:00.39","2.191"
"DISCOVERY INSURE",621461,"2018-01-03 14:13:59.577","Invoiced","ClaimMovedToInvoiced","2018-01-15","Fourways","Franchise"," Olifantsfontein"," 1666",0,"RENAULT","HATCH 5DR (2009/2014)","Open","Communicated With Client","2018-01-03 16:25:30.267","0.046"
"DISCOVERY INSURE",621461,"2018-01-03 14:13:59.577","Invoiced","ClaimMovedToInvoiced","2018-01-15","Fourways","Franchise"," Olifantsfontein"," 1666",0,"RENAULT","HATCH 5DR (2009/2014)","Open","Claim Accepted","2018-01-03 16:28:14.28","0.016"
"DISCOVERY INSURE",621461,"2018-01-03 14:13:59.577","Invoiced","ClaimMovedToInvoiced","2018-01-15","Fourways","Franchise"," Olifantsfontein"," 1666",0,"RENAULT","HATCH 5DR (2009/2014)","Open","LeftSMS Or Voicemail","2018-01-03 16:29:11.857","28.992"
"DISCOVERY INSURE",621461,"2018-01-03 14:13:59.577","Invoiced","ClaimMovedToInvoiced","2018-01-15","Fourways","Franchise"," Olifantsfontein"," 1666",0,"RENAULT","HATCH 5DR (2009/2014)","Booked","Pre-Booked","2018-01-08 13:28:43.103","4.521"
"DISCOVERY INSURE",621461,"2018-01-03 14:13:59.577","Invoiced","ClaimMovedToInvoiced","2018-01-15","Fourways","Franchise"," Olifantsfontein"," 1666",0,"RENAULT","HATCH 5DR (2009/2014)","Booked","Post-Booked","2018-01-09 09:00:00","11.614"
"DISCOVERY INSURE",621461,"2018-01-03 14:13:59.577","Invoiced","ClaimMovedToInvoiced","2018-01-15","Fourways","Franchise"," Olifantsfontein"," 1666",0,"RENAULT","HATCH 5DR (2009/2014)","Open","UnsuccessfulFitmentChangingPartsToMatch","2018-01-10 11:36:49.083","0.01"
"DISCOVERY INSURE",621461,"2018-01-03 14:13:59.577","Invoiced","ClaimMovedToInvoiced","2018-01-15","Fourways","Franchise"," Olifantsfontein"," 1666",0,"RENAULT","HATCH 5DR (2009/2014)","Booked","ClaimRescheduled","2018-01-10 11:37:26.99","2.11"
"DISCOVERY INSURE",621461,"2018-01-03 14:13:59.577","Invoiced","ClaimMovedToInvoiced","2018-01-15","Fourways","Franchise"," Olifantsfontein"," 1666",0,"RENAULT","HATCH 5DR (2009/2014)","Completed","ClaimMovedToCompleted","2018-01-10 13:44:03.143","33.135"
"DISCOVERY INSURE",621461,"2018-01-03 14:13:59.577","Invoiced","ClaimMovedToInvoiced","2018-01-15","Fourways","Franchise"," Olifantsfontein"," 1666",0,"RENAULT","HATCH 5DR (2009/2014)","Invoiced","ClaimMovedToInvoiced","2018-01-15 14:52:10.41","2193"
"OLD MUTUAL INSURE",621462,"2018-01-03 14:18:30.937","Invoiced","ClaimMovedToInvoiced","2018-01-15","George","Branch","George","Western Cape",2015,"KIA","LDV (2005/Current)","Unauthorised","Authorisation requested","2018-01-03 14:18:30.997","6.854"
"OLD MUTUAL INSURE",621462,"2018-01-03 14:18:30.937","Invoiced","ClaimMovedToInvoiced","2018-01-15","George","Branch","George","Western Cape",2015,"KIA","LDV (2005/Current)","Open","Claim Accepted","2018-01-04 12:09:44.153","0.051"
"OLD MUTUAL INSURE",621462,"2018-01-03 14:18:30.937","Invoiced","ClaimMovedToInvoiced","2018-01-15","George","Branch","George","Western Cape",2015,"KIA","LDV (2005/Current)","Open","Claim Not accepted","2018-01-04 12:12:49.543","0.038"
"OLD MUTUAL INSURE",621462,"2018-01-03 14:18:30.937","Invoiced","ClaimMovedToInvoiced","2018-01-15","George","Branch","George","Western Cape",2015,"KIA","LDV (2005/Current)","Open","LeftSMS Or Voicemail","2018-01-04 12:15:06.25","0.061"
"OLD MUTUAL INSURE",621462,"2018-01-03 14:18:30.937","Invoiced","ClaimMovedToInvoiced","2018-01-15","George","Branch","George","Western Cape",2015,"KIA","LDV (2005/Current)","Open","Communicated With Client","2018-01-04 12:18:46.403","21.540"
"OLD MUTUAL INSURE",621462,"2018-01-03 14:18:30.937","Invoiced","ClaimMovedToInvoiced","2018-01-15","George","Branch","George","Western Cape",2015,"KIA","LDV (2005/Current)","Booked","Pre-Booked","2018-01-05 08:54:47.813","18.545"
"OLD MUTUAL INSURE",621462,"2018-01-03 14:18:30.937","Invoiced","ClaimMovedToInvoiced","2018-01-15","George","Branch","George","Western Cape",2015,"KIA","LDV (2005/Current)","Open","UnsuccessfulFitmentChangingPartsToMatch","2018-01-08 13:26:56.85","0.111"
"OLD MUTUAL INSURE",621462,"2018-01-03 14:18:30.937","Invoiced","ClaimMovedToInvoiced","2018-01-15","George","Branch","George","Western Cape",2015,"KIA","LDV (2005/Current)","Booked","Post-Booked","2018-01-10 11:30:00","25.445"
"OLD MUTUAL INSURE",621462,"2018-01-03 14:18:30.937","Invoiced","ClaimMovedToInvoiced","2018-01-15","George","Branch","George","Western Cape",2015,"KIA","LDV (2005/Current)","Booked","Fitment Completed","2018-01-13 09:57:14.307","0.002"
"OLD MUTUAL INSURE",621462,"2018-01-03 14:18:30.937","Invoiced","ClaimMovedToInvoiced","2018-01-15","George","Branch","George","Western Cape",2015,"KIA","LDV (2005/Current)","Completed","ClaimMovedToCompleted","2018-01-13 09:57:22.45","7.48"
"OLD MUTUAL INSURE",621462,"2018-01-03 14:18:30.937","Invoiced","ClaimMovedToInvoiced","2018-01-15","George","Branch","George","Western Cape",2015,"KIA","LDV (2005/Current)","Invoiced","ClaimMovedToInvoiced","2018-01-15 12:26:11.403","2195"
"DISCOVERY INSURE",621463,"2018-01-03 14:18:53.907","Invoiced","ClaimMovedToInvoiced","2018-01-15","Strijdompark","Branch","Randburg","Gauteng",2014,"VOLKSWAGEN","VIVO HATCH 5Dr (2009/Current)","Unauthorised","Authorisation requested","2018-01-03 14:18:54","3.440"
"DISCOVERY INSURE",621463,"2018-01-03 14:18:53.907","Invoiced","ClaimMovedToInvoiced","2018-01-15","Strijdompark","Branch","Randburg","Gauteng",2014,"VOLKSWAGEN","VIVO HATCH 5Dr (2009/Current)","Open","Claim Not accepted","2018-01-03 14:18:54.33","1.796"
"DISCOVERY INSURE",621463,"2018-01-03 14:18:53.907","Invoiced","ClaimMovedToInvoiced","2018-01-15","Strijdompark","Branch","Randburg","Gauteng",2014,"VOLKSWAGEN","VIVO HATCH 5Dr (2009/Current)","Open","Claim Accepted To Contact Client","2018-01-03 16:00:07.34","0.046"
"DISCOVERY INSURE",621463,"2018-01-03 14:18:53.907","Invoiced","ClaimMovedToInvoiced","2018-01-15","Strijdompark","Branch","Randburg","Gauteng",2014,"VOLKSWAGEN","VIVO HATCH 5Dr (2009/Current)","Open","Claim Accepted","2018-01-03 16:02:52.697","0.952"
"DISCOVERY INSURE",621463,"2018-01-03 14:18:53.907","Invoiced","ClaimMovedToInvoiced","2018-01-15","Strijdompark","Branch","Randburg","Gauteng",2014,"VOLKSWAGEN","VIVO HATCH 5Dr (2009/Current)","Open","No Communication Necessary","2018-01-04 07:50:01.67","1.776"
"DISCOVERY INSURE",621463,"2018-01-03 14:18:53.907","Invoiced","ClaimMovedToInvoiced","2018-01-15","Strijdompark","Branch","Randburg","Gauteng",2014,"VOLKSWAGEN","VIVO HATCH 5Dr (2009/Current)","Open","Communicated With Client","2018-01-04 09:46:33.277","2.868"
"DISCOVERY INSURE",621463,"2018-01-03 14:18:53.907","Invoiced","ClaimMovedToInvoiced","2018-01-15","Strijdompark","Branch","Randburg","Gauteng",2014,"VOLKSWAGEN","VIVO HATCH 5Dr (2009/Current)","Open","LeftSMS Or Voicemail","2018-01-04 09:46:34.263","3.035"
